Index; Vehicle length; in trip; in position; in time; in gate; out trip; out position; out time; out gate
0;42580;641245;0;955;0;641125;0;4059;0
1;83780;642239;0;822;0;642143;0;834;0
2;83780;641226;1;572;0;641131;0;584;0
3;83780;642219;0;422;0;642123;0;434;0
