Index; Vehicle length; in trip; in position; in time; in gate; out trip; out position; out time; out gate
0;83780;642858;0;1184;0;612121;0;3990;0
1;42580;611148;0;1085;0;612125;0;4070;0
2;42580;611124;0;605;0;612147;0;910;0
3;83780;611225;0;533;0;611147;0;920;0
4;83780;611224;0;513;0;612151;0;990;0
