Track;Kosten
track1_1.csv;0
track1_2.csv;0.6125
track1_3.csv;2.0625
track2_1.csv;2.0625
track2_2.csv;0
track2_2.csv;0
track3_1.csv;0
track3_2.csv;0.6125
track3_3.csv;2.0625
track4_1.csv;2.0625
track4_2.csv;0
track4_3.csv;3.2875
track5_1.csv;2.0625
track5_2.csv;2.0625
track5_3.csv;0
track6_1.csv;0
track7_1.csv;0
